" Code","Sampling Date",State,City/Town/Village/Area,"Location of Monitoring Station",Agency,"Type of Location",SO2,NO2,RSPM/PM10,"PM 2.5"
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11.7,30.7,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",23.3,46,NA,NA
NA,2005-04-23T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",18.3,37,194,NA
NA,2008-04-23T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",24.2,71.1,391,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,47,302,101
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",16.9,32.6,NA,NA
NA,2003-05-23T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",13,41,98,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",17.6,21.8,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.6,36.1,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",25.4,46.6,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",21.9,41.7,NA,NA
NA,2009-09-04T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",17,28.2,199,NA
NA,2013-04-23T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,83,190,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",15.5,39,NA,NA
NA,2008-04-24T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",30.8,88.4,270,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.1,36.2,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",39.8,40.1,NA,NA
NA,2007-08-21T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",NA,47.4,141,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",13.8,33.7,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",26.2,47.2,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,44,329,77
NA,2014-05-27T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,36,206,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",15.2,20.6,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",28.7,36.5,NA,NA
NA,2006-04-28T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",6.8,51.6,212,NA
NA,2012-04-27T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",5,48,132,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11.4,35.6,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",51.6,38.8,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",13.9,35.8,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",5.7,16.6,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",18.3,36.4,NA,NA
NA,2009-04-21T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",17.2,74.5,351,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",39.4,23,NA,NA
NA,2003-05-28T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9,36,154,NA
NA,2011-05-25T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,38,265,NA
NA,2004-05-20T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,415.5,NA
NA,2005-04-28T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",2.5,56.5,177,NA
NA,2014-02-06T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,47,198,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",16.3,37.4,NA,NA
NA,2011-05-30T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,38,160,NA
NA,2012-04-28T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,53,213,NA
NA,2007-08-22T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",2.5,40.2,105,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",10.6,33.3,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",18,40.7,NA,NA
NA,2003-03-06T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",15,43,130,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",18.6,35.7,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",25.4,46.2,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",16.8,23.9,NA,NA
NA,2013-04-24T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,86,225,NA
NA,2008-04-25T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",31.3,105.3,240,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11.2,36.2,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",5.1,15.5,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",40.8,36.6,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,46,264,77
NA,2006-04-29T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",9.7,35.4,505,NA
NA,2004-05-25T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,113.67,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",17.8,22.2,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",63.5,49.5,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",12,36.3,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",26.8,48,NA,NA
NA,2005-04-29T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",4.3,45.2,124,NA
NA,2009-04-22T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",14.3,62.3,357,NA
NA,2009-08-05T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",11,60.8,286,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",13.5,28.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",20.2,27.6,NA,NA
NA,2011-03-06T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,35,167,NA
NA,2012-09-05T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,122,264,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.6,29,NA,NA
NA,2006-02-05T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",15.5,35.7,362,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",22.6,41.3,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,46,173,126
NA,2008-01-05T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",12,48.2,633,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",20.4,41.2,NA,NA
NA,2013-06-05T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,103,256,NA
NA,2004-05-28T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,159.33,NA
NA,2005-11-05T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",9.4,20.7,201,NA
NA,2003-06-06T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11,44,322,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",19.6,23.7,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11.9,36.1,NA,NA
NA,2007-03-10T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",17.1,104.4,259,NA
NA,2014-05-06T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,41,215,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",22,41.8,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",16.6,23.5,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",16.5,32.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",20.1,18.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",26.1,47.4,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",35.7,39.5,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,46,149,76
NA,2013-07-05T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",3,84,263,NA
NA,2009-09-05T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",6.3,49.5,209,NA
NA,2012-10-05T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,60,407,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",27.7,54,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",42.7,38.5,NA,NA
NA,2006-03-05T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",18.7,52.8,240,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",22.6,22.2,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",10.9,42.7,NA,NA
NA,2005-12-05T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",14,38,215,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",6,15.2,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",27.3,30.3,NA,NA
NA,2003-11-06T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",14,43,274,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",11.6,59.2,NA,NA
NA,2007-04-10T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",17.9,102.1,304,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",12.1,38.5,NA,NA
NA,2004-08-06T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,112.33,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",8.5,26.3,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",16.2,32.3,NA,NA
NA,2014-10-06T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,32,221,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",9.4,22.1,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",21.9,30.9,NA,NA
NA,2011-08-06T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,37,156,NA
NA,2008-02-05T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",11.1,74.1,506,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",20.1,37.2,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,150,55
NA,2014-06-13T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,34,138,NA
NA,2011-06-13T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,34,182,NA
NA,2012-11-05T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,81,170,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",3.5,34.2,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",15,46.5,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",15.9,37.1,NA,NA
NA,2008-03-05T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",7.2,66.9,509,NA
NA,2007-09-10T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",7.6,88.7,273,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",7.1,24.4,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",10.3,27.4,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",6,19.5,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",21.8,58.1,NA,NA
NA,2013-08-05T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",4,106,235,NA
NA,2006-05-13T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",8.1,37.1,218,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",43,36.4,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",14.3,28.9,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",22.7,33.2,NA,NA
NA,2003-06-16T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",12,39,150,NA
NA,2004-11-06T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,109,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",23,44,NA,NA
NA,2005-05-13T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",15,17.4,377,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.5,30.4,NA,NA
NA,2009-10-05T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",NA,48.3,244,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",14.9,36.3,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,47,185,42
NA,2014-06-18T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,39,203,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",20.4,47.3,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",16.9,57.5,NA,NA
NA,2008-07-05T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",5.6,87.9,363,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",11.7,58.4,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",10,35.7,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",49.7,45.1,NA,NA
NA,2007-10-10T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",17,89.5,347,NA
NA,2005-05-14T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",12,55.8,242,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.6,38.3,NA,NA
NA,2006-05-14T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",7.1,44.5,224,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",13.2,36.7,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",13,22.4,NA,NA
NA,2012-05-15T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,93,200,NA
NA,2009-05-19T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",3.2,51.3,445,NA
NA,2003-06-19T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",13,44,84,NA
NA,NA,Delhi,Delhi,NA,NA,"Industrial Area",20.3,20.5,NA,NA
NA,2011-06-16T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,36,416,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",25,44,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",15.1,25.5,NA,NA
NA,2013-05-14T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,71,273,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",10.6,26.7,NA,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",6,10.8,NA,NA
NA,2004-06-16T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,70.33,NA
NA,2013-05-15T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,88,251,NA
NA,2011-06-21T06:50:53Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,36,128,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",20.3,47.5,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Residential, Rural and other Areas",4.4,25.1,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",12.5,20.2,NA,NA
NA,2003-06-24T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",10,35,193,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",21.1,40.4,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",24.3,43.4,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",3.1,11.6,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,40,155,112
NA,2005-05-20T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",12.1,94.5,268,NA
NA,2012-05-16T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,88,653,NA
NA,2007-10-23T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",16.7,126,516,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",9.7,37,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",17.3,29.5,NA,NA
NA,2014-06-23T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,35,168,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",14.2,26.5,NA,NA
NA,2006-05-20T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",8.3,39.9,172,NA
NA,2009-05-20T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",3.8,49,326,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",15.7,34.7,NA,NA
NA,2004-06-21T06:50:12Z,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",NA,NA,107.33,NA
NA,2008-08-05T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",2.5,36.8,348,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",13.3,71.3,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",16.9,23.5,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",15.9,38.2,NA,NA
NA,2013-05-16T02:31:56Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,89,261,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",21,30.4,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",10.2,44.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",33.9,45.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",12.3,20.3,NA,NA
NA,2003-06-27T06:08:54Z,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",11,37,83,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",10.7,19.5,NA,NA
NA,NA,Delhi,Delhi,"Nizamuddin, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,43,183,100
NA,2008-05-20T06:50:32Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",10.8,79.8,121,NA
NA,2005-05-21T05:23:43Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",13.5,57.1,339,NA
NA,2006-05-26T05:38:18Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",4,26.4,120,NA
NA,2009-05-21T11:51:42Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",2.8,47,167,NA
NA,NA,Delhi,Delhi,NA,NA,"Residential, Rural and other Areas",16.5,87.5,NA,NA
NA,2007-10-24T11:46:45Z,Delhi,Delhi,"Mayapuri Indl. Area",NA,"Industrial Areas",16.5,118.9,447,NA
NA,2012-05-17T11:38:19Z,Delhi,Delhi,"N.Y. SCHOOL, Sarojini Nagar, Delhi","National Environmental Engineering Research Institute","Residential, Rural and other Areas",2,68,735,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",17,20.9,NA,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",24.7,45.2,NA,NA
NA,2014-06-26T12:46:36Z,Delhi,Delhi,"Pritampura, Delhi","Central Pollution Control Board","Residential, Rural and other Areas",4,37,132,NA
NA,NA,Delhi,Delhi,NA,"Central Pollution Control Board","Industrial Area",4.1,29,NA,NA
