YEAR,MONTH,DISTRICT_NAME,minT,maxT,avgT
2013,1,Alwar,5.728064563966567,20.437419337611043,13.082741950788805
2013,2,Alwar,10.484285712242126,23.32785722187587,16.906071467059
2013,3,Alwar,15.072903110134986,31.271935616770097,23.17241936345254
2013,4,Alwar,20.240666580200195,36.62866655985514,28.434666570027666
2013,5,Alwar,25.448386961413966,42.188064698250066,33.818225829832016
2013,6,Alwar,27.45666675567627,39.291999944051106,33.37433334986369
2013,7,Alwar,26.38645165966403,35.170645190823464,30.77854842524375
2013,8,Alwar,25.243871012041645,32.99709658468923,29.120483798365438
2013,9,Alwar,24.32766672770182,34.88433348337809,29.606000105539955
2013,10,Alwar,19.786129090093798,32.25516116234564,26.02064512621972
2013,11,Alwar,11.512666606903077,27.673666699727377,19.593166653315226
2013,12,Alwar,8.25032255726476,23.043548460929625,15.646935509097192
2013,1,Baghpat,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Baghpat,10.547142897333417,22.97678565979004,16.761964278561727
2013,3,Baghpat,14.848387195217994,30.725161214028635,22.786774204623313
2013,4,Baghpat,20.300666681925456,36.76999994913737,28.535333315531414
2013,5,Baghpat,25.122903331633538,41.75935474518807,33.44112903841081
2013,6,Baghpat,27.142999903361,37.43333371480306,32.28816680908203
2013,7,Baghpat,26.60193560200353,34.649355180801884,30.625645391402706
2013,8,Baghpat,25.48064514898485,33.30032225578062,29.390483702382735
2013,9,Baghpat,24.297000058492024,34.339667065938315,29.31833356221517
2013,10,Baghpat,20.42096787114297,32.13322596396169,26.27709691755233
2013,11,Baghpat,11.952000013987224,27.480666859944662,19.716333436965943
2013,12,Baghpat,8.623225835061842,22.541290221675748,15.582258028368795
2013,1,Bharatpur,5.728064563966567,20.437419337611043,13.082741950788805
2013,2,Bharatpur,10.484285712242126,23.32785722187587,16.906071467059
2013,3,Bharatpur,15.072903110134986,31.271935616770097,23.17241936345254
2013,4,Bharatpur,20.240666580200195,36.62866655985514,28.434666570027666
2013,5,Bharatpur,25.448386961413966,42.188064698250066,33.818225829832016
2013,6,Bharatpur,27.45666675567627,39.291999944051106,33.37433334986369
2013,7,Bharatpur,26.38645165966403,35.170645190823464,30.77854842524375
2013,8,Bharatpur,25.243871012041645,32.99709658468923,29.120483798365438
2013,9,Bharatpur,24.32766672770182,34.88433348337809,29.606000105539955
2013,10,Bharatpur,19.786129090093798,32.25516116234564,26.02064512621972
2013,11,Bharatpur,11.512666606903077,27.673666699727377,19.593166653315226
2013,12,Bharatpur,8.25032255726476,23.043548460929625,15.646935509097192
2013,1,Bulandshahr,5.742754696605383,19.27094106114924,12.506847878877313
2013,2,Bulandshahr,10.537724889722487,23.045783650847074,16.79175427028478
2013,3,Bulandshahr,14.88970221530346,30.817316786634958,22.85350950096921
2013,4,Bulandshahr,20.281945960098746,36.72948352873009,28.50571474441442
2013,5,Bulandshahr,25.203975944871484,41.872011871285366,33.53799390807843
2013,6,Bulandshahr,27.24030547118304,37.88648722363262,32.56339634740783
2013,7,Bulandshahr,26.59416421101805,34.83379261420929,30.71397841261367
2013,8,Bulandshahr,25.459276462793596,33.288860099246854,29.374068281020225
2013,9,Bulandshahr,24.321002652489874,34.4950420922512,29.408022372370535
2013,10,Bulandshahr,20.295923182302513,32.19740237374245,26.246662778022483
2013,11,Bulandshahr,11.848488421330439,27.533033049277115,19.690760735303776
2013,12,Bulandshahr,8.529688812197543,22.658060016464113,15.593874414330827
2013,1,Gautam Buddha Nagar,5.738828456212207,19.30016167434263,12.519495065277418
2013,2,Gautam Buddha Nagar,10.53771358946338,23.051644028504473,16.794678808983925
2013,3,Gautam Buddha Nagar,14.89245637691725,30.82103260142208,22.856744489169664
2013,4,Gautam Buddha Nagar,20.278494640592427,36.72261998294008,28.500557311766254
2013,5,Gautam Buddha Nagar,25.215456518912312,41.88920984232541,33.55233318061886
2013,6,Gautam Buddha Nagar,27.258149440917567,37.94857834596926,32.603363893443415
2013,7,Gautam Buddha Nagar,26.602793266353867,34.87148215788854,30.737137712121203
2013,8,Gautam Buddha Nagar,25.464221948943027,33.30081666111335,29.38251930502819
2013,9,Gautam Buddha Nagar,24.32787019442142,34.52122180259315,29.424545998507284
2013,10,Gautam Buddha Nagar,20.285228202210522,32.21365557565768,26.2494418889341
2013,11,Gautam Buddha Nagar,11.835084932082397,27.541358528616904,19.68822173034965
2013,12,Gautam Buddha Nagar,8.51630476881865,22.672829018036115,15.594566893427382
2013,1,Ghaziabad,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Ghaziabad,10.547142897333417,22.97678565979004,16.761964278561727
2013,3,Ghaziabad,14.848387195217994,30.725161214028635,22.786774204623313
2013,4,Ghaziabad,20.300666681925456,36.76999994913737,28.535333315531414
2013,5,Ghaziabad,25.122903331633538,41.75935474518807,33.44112903841081
2013,6,Ghaziabad,27.142999903361,37.43333371480306,32.28816680908203
2013,7,Ghaziabad,26.60193560200353,34.649355180801884,30.625645391402706
2013,8,Ghaziabad,25.48064514898485,33.30032225578062,29.390483702382735
2013,9,Ghaziabad,24.297000058492024,34.339667065938315,29.31833356221517
2013,10,Ghaziabad,20.42096787114297,32.13322596396169,26.27709691755233
2013,11,Ghaziabad,11.952000013987224,27.480666859944662,19.716333436965943
2013,12,Ghaziabad,8.623225835061842,22.541290221675748,15.582258028368795
2013,1,Hapur,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Hapur,10.547142897333417,22.97678565979004,16.761964278561727
2013,3,Hapur,14.848387195217994,30.725161214028635,22.786774204623313
2013,4,Hapur,20.300666681925456,36.76999994913737,28.535333315531414
2013,5,Hapur,25.122903331633538,41.75935474518807,33.44112903841081
2013,6,Hapur,27.142999903361,37.43333371480306,32.28816680908203
2013,7,Hapur,26.60193560200353,34.649355180801884,30.625645391402706
2013,8,Hapur,25.48064514898485,33.30032225578062,29.390483702382735
2013,9,Hapur,24.297000058492024,34.339667065938315,29.31833356221517
2013,10,Hapur,20.42096787114297,32.13322596396169,26.27709691755233
2013,11,Hapur,11.952000013987224,27.480666859944662,19.716333436965943
2013,12,Hapur,8.623225835061842,22.541290221675748,15.582258028368795
2013,1,Meerut,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Meerut,10.547142897333417,22.97678565979004,16.761964278561727
2013,3,Meerut,14.848387195217994,30.725161214028635,22.786774204623313
2013,4,Meerut,20.300666681925456,36.76999994913737,28.535333315531414
2013,5,Meerut,25.122903331633538,41.75935474518807,33.44112903841081
2013,6,Meerut,27.142999903361,37.43333371480306,32.28816680908203
2013,7,Meerut,26.60193560200353,34.649355180801884,30.625645391402706
2013,8,Meerut,25.48064514898485,33.30032225578062,29.390483702382735
2013,9,Meerut,24.297000058492024,34.339667065938315,29.31833356221517
2013,10,Meerut,20.42096787114297,32.13322596396169,26.27709691755233
2013,11,Meerut,11.952000013987224,27.480666859944662,19.716333436965943
2013,12,Meerut,8.623225835061842,22.541290221675748,15.582258028368795
2013,1,Muzaffarnagar,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Muzaffarnagar,10.547142897333417,22.97678565979004,16.761964278561727
2013,3,Muzaffarnagar,14.848387195217994,30.725161214028635,22.786774204623313
2013,4,Muzaffarnagar,20.300666681925456,36.76999994913737,28.535333315531414
2013,5,Muzaffarnagar,25.122903331633538,41.75935474518807,33.44112903841081
2013,6,Muzaffarnagar,27.142999903361,37.43333371480306,32.28816680908203
2013,7,Muzaffarnagar,26.60193560200353,34.649355180801884,30.625645391402706
2013,8,Muzaffarnagar,25.48064514898485,33.30032225578062,29.390483702382735
2013,9,Muzaffarnagar,24.297000058492024,34.339667065938315,29.31833356221517
2013,10,Muzaffarnagar,20.42096787114297,32.13322596396169,26.27709691755233
2013,11,Muzaffarnagar,11.952000013987224,27.480666859944662,19.716333436965943
2013,12,Muzaffarnagar,8.623225835061842,22.541290221675748,15.582258028368795
2013,1,New Delhi,5.6844468541780495,19.325776641513396,12.505111747845723
2013,2,New Delhi,10.556706242523868,23.039521264068778,16.798113753296324
2013,3,New Delhi,14.868599811415647,30.714450265438277,22.79152503842696
2013,4,New Delhi,20.240863741743773,36.65449986320345,28.44768180247361
2013,5,New Delhi,25.302225636336434,42.03714888980326,33.66968726306985
2013,6,New Delhi,27.451654218557646,38.387859143836046,32.919756681196844
2013,7,New Delhi,26.80838076820554,35.32328212308558,31.065831445645564
2013,8,New Delhi,25.616605308963386,33.587099931820916,29.60185262039215
2013,9,New Delhi,24.42981609340642,34.779351975671716,29.604584034539066
2013,10,New Delhi,20.305565850336194,32.43987042019213,26.37271813526416
2013,11,New Delhi,11.751883445722296,27.61741016908521,19.68464680740375
2013,12,New Delhi,8.413152648799642,22.758964752732826,15.586058700766234
2013,1,Shahdara,5.75838706954833,18.969032441416093,12.363709755482212
2013,2,Shahdara,10.547142897333417,22.97678565979004,16.761964278561727
